t,j0_x,j0_y,j1_x,j1_y
1.12,11.200000000000001,11.200000000000001,11.827200000000001,6.272000000000001
1.1300000000000001,11.3,11.3,11.938450000000001,6.384500000000002
1.1400000000000001,11.400000000000002,11.400000000000002,12.049800000000003,6.498000000000001
1.1500000000000001,11.500000000000002,11.500000000000002,12.161250000000003,6.612500000000001
1.16,11.6,11.6,12.2728,6.728
1.17,11.7,11.7,12.38445,6.844499999999999
1.18,11.799999999999999,11.799999999999999,12.496199999999998,6.962
1.19,11.899999999999999,11.899999999999999,12.608049999999999,7.0805
1.2,12.0,12.0,12.72,7.199999999999999
1.21,12.1,12.1,12.832049999999999,7.3205
1.22,12.2,12.2,12.944199999999999,7.442
1.23,12.3,12.3,13.05645,7.5645
1.24,12.4,12.4,13.168800000000001,7.688000000000001
1.25,12.5,12.5,13.28125,7.8125
1.26,12.6,12.6,13.393799999999999,7.938000000000001
1.27,12.7,12.7,13.50645,8.0645
1.28,12.8,12.8,13.619200000000001,8.192
1.29,12.9,12.9,13.732050000000001,8.320500000000001
1.3,13.0,13.0,13.845,8.450000000000001
1.31,13.100000000000001,13.100000000000001,13.958050000000002,8.5805
1.32,13.200000000000001,13.200000000000001,14.071200000000001,8.712000000000002
1.33,13.3,13.3,14.18445,8.8445
1.34,13.4,13.4,14.2978,8.978000000000002
1.35,13.5,13.5,14.41125,9.1125
1.36,13.600000000000001,13.600000000000001,14.5248,9.248000000000001
1.37,13.700000000000001,13.700000000000001,14.63845,9.384500000000001
1.3800000000000001,13.8,13.8,14.7522,9.522000000000002
1.3900000000000001,13.900000000000002,13.900000000000002,14.866050000000003,9.660500000000003
1.4000000000000001,14.000000000000002,14.000000000000002,14.980000000000002,9.800000000000002
1.41,14.1,14.1,15.09405,9.940499999999998
1.42,14.2,14.2,15.2082,10.082
1.43,14.299999999999999,14.299999999999999,15.322449999999998,10.224499999999999
1.44,14.399999999999999,14.399999999999999,15.436799999999998,10.367999999999999
1.45,14.5,14.5,15.55125,10.5125
1.46,14.6,14.6,15.665799999999999,10.657999999999998
1.47,14.7,14.7,15.780449999999998,10.804499999999999
1.48,14.8,14.8,15.8952,10.952
1.49,14.9,14.9,16.01005,11.1005
1.5,15.0,15.0,16.125,11.25
1.51,15.1,15.1,16.24005,11.400500000000001
1.52,15.2,15.2,16.3552,11.552
1.53,15.3,15.3,16.47045,11.7045
1.54,15.4,15.4,16.5858,11.858
1.55,15.5,15.5,16.70125,12.012500000000001
1.56,15.600000000000001,15.600000000000001,16.8168,12.168000000000001
1.57,15.700000000000001,15.700000000000001,16.932450000000003,12.3245
1.58,15.8,15.8,17.0482,12.482000000000003
1.59,15.9,15.9,17.16405,12.640500000000001
1.6,16.0,16.0,17.28,12.800000000000002
1.61,16.1,16.1,17.396050000000002,12.960500000000001
1.62,16.200000000000003,16.200000000000003,17.512200000000004,13.122000000000003
1.6300000000000001,16.3,16.3,17.62845,13.284500000000001
1.6400000000000001,16.400000000000002,16.400000000000002,17.7448,13.448000000000002
1.6500000000000001,16.5,16.5,17.861250000000002,13.612500000000002
1.6600000000000001,16.6,16.6,17.977800000000002,13.778000000000002
1.67,16.7,16.7,18.09445,13.9445
1.68,16.8,16.8,18.2112,14.111999999999998
1.69,16.9,16.9,18.328049999999998,14.280499999999998
1.7,17.0,17.0,18.445,14.45
1.71,17.1,17.1,18.562050000000003,14.620499999999998
1.72,17.2,17.2,18.679199999999998,14.791999999999998
1.73,17.3,17.3,18.79645,14.964500000000001
1.74,17.4,17.4,18.9138,15.138
1.75,17.5,17.5,19.03125,15.3125
1.76,17.6,17.6,19.1488,15.488
1.77,17.7,17.7,19.26645,15.6645
1.78,17.8,17.8,19.3842,15.842
1.79,17.9,17.9,19.502049999999997,16.0205
1.8,18.0,18.0,19.62,16.200000000000003
1.81,18.1,18.1,19.73805,16.3805
1.82,18.2,18.2,19.8562,16.562
1.83,18.3,18.3,19.97445,16.744500000000002
1.84,18.400000000000002,18.400000000000002,20.092800000000004,16.928
1.85,18.5,18.5,20.21125,17.1125
1.86,18.6,18.6,20.329800000000002,17.298000000000002
1.87,18.700000000000003,18.700000000000003,20.448450000000005,17.484500000000004
1.8800000000000001,18.8,18.8,20.5672,17.672000000000004
1.8900000000000001,18.900000000000002,18.900000000000002,20.68605,17.860500000000002
1.9000000000000001,19.0,19.0,20.805,18.05
1.9100000000000001,19.1,19.1,20.92405,18.2405
1.92,19.2,19.2,21.0432,18.432
1.93,19.3,19.3,21.16245,18.624499999999998
1.94,19.4,19.4,21.281799999999997,18.817999999999998
1.95,19.5,19.5,21.40125,19.0125
1.96,19.6,19.6,21.5208,19.208
1.97,19.7,19.7,21.640449999999998,19.4045
1.98,19.8,19.8,21.7602,19.602
1.99,19.9,19.9,21.880049999999997,19.8005
2.0,20.0,20.0,22.0,20.0
2.0100000000000002,20.1,20.1,22.120050000000003,20.200500000000005
2.02,20.2,20.2,22.240199999999998,20.402
2.0300000000000002,20.300000000000004,20.300000000000004,22.360450000000004,20.6045
2.04,20.4,20.4,22.4808,20.808
2.05,20.5,20.5,22.60125,21.0125
2.06,20.6,20.6,22.7218,21.218
2.07,20.7,20.7,22.84245,21.4245
2.08,20.8,20.8,22.9632,21.632
2.09,20.9,20.9,23.084049999999998,21.840499999999995
2.1,21.0,21.0,23.205,22.05
2.11,21.099999999999998,21.099999999999998,23.32605,22.2605
2.12,21.200000000000003,21.200000000000003,23.447200000000002,22.472
2.13,21.299999999999997,21.299999999999997,23.56845,22.684499999999996
2.14,21.400000000000002,21.400000000000002,23.6898,22.898
2.15,21.5,21.5,23.81125,23.112499999999997
2.16,21.6,21.6,23.9328,23.328000000000003
2.17,21.7,21.7,24.05445,23.5445
2.18,21.8,21.8,24.1762,23.762000000000004
2.19,21.9,21.9,24.29805,23.9805
2.2,22.0,22.0,24.42,24.200000000000003
2.21,22.1,22.1,24.542050000000003,24.4205
2.22,22.200000000000003,22.200000000000003,24.664200000000005,24.642000000000003
2.23,22.3,22.3,24.786450000000002,24.8645
2.24,22.400000000000002,22.400000000000002,24.908800000000003,25.088000000000005
2.25,22.5,22.5,25.03125,25.3125
2.2600000000000002,22.6,22.6,25.153800000000004,25.538000000000007
2.27,22.7,22.7,25.27645,25.764499999999998
2.2800000000000002,22.800000000000004,22.800000000000004,25.399200000000004,25.992000000000004
2.29,22.9,22.9,25.52205,26.2205
2.3000000000000003,23.000000000000004,23.000000000000004,25.645000000000003,26.450000000000003
2.31,23.1,23.1,25.768050000000002,26.680500000000002
2.32,23.2,23.2,25.891199999999998,26.912
2.33,23.3,23.3,26.01445,27.1445
2.34,23.4,23.4,26.1378,27.377999999999997
2.35,23.5,23.5,26.26125,27.612500000000004
2.36,23.599999999999998,23.599999999999998,26.3848,27.848
2.37,23.700000000000003,23.700000000000003,26.508450000000003,28.084500000000002
2.38,23.799999999999997,23.799999999999997,26.632199999999997,28.322
2.39,23.900000000000002,23.900000000000002,26.756050000000002,28.5605
2.4,24.0,24.0,26.88,28.799999999999997
2.41,24.1,24.1,27.004050000000003,29.0405
2.42,24.2,24.2,27.1282,29.282
2.43,24.3,24.3,27.25245,29.524500000000003
2.44,24.4,24.4,27.3768,29.768
2.45,24.5,24.5,27.50125,30.012500000000006
2.46,24.6,24.6,27.6258,30.258
2.47,24.700000000000003,24.700000000000003,27.750450000000004,30.504500000000007
2.48,24.8,24.8,27.8752,30.752000000000002
2.49,24.900000000000002,24.900000000000002,28.00005,31.000500000000002
2.5,25.0,25.0,28.125,31.25
2.5100000000000002,25.1,25.1,28.25005,31.500500000000006
2.52,25.2,25.2,28.3752,31.752000000000002
2.5300000000000002,25.300000000000004,25.300000000000004,28.500450000000004,32.00450000000001
2.54,25.4,25.4,28.625799999999998,32.258
2.5500000000000003,25.500000000000004,25.500000000000004,28.751250000000006,32.5125
2.56,25.6,25.6,28.876800000000003,32.768
2.57,25.7,25.7,29.00245,33.024499999999996
2.58,25.8,25.8,29.1282,33.282000000000004
2.59,25.9,25.9,29.25405,33.540499999999994
2.6,26.0,26.0,29.38,33.800000000000004
2.61,26.099999999999998,26.099999999999998,29.50605,34.0605
2.62,26.200000000000003,26.200000000000003,29.632200000000005,34.322
2.63,26.299999999999997,26.299999999999997,29.758449999999996,34.5845
2.64,26.400000000000002,26.400000000000002,29.884800000000002,34.848000000000006
2.65,26.5,26.5,30.01125,35.1125
2.66,26.6,26.6,30.137800000000002,35.378
2.67,26.7,26.7,30.26445,35.6445
2.68,26.8,26.8,30.3912,35.912000000000006
2.69,26.9,26.9,30.51805,36.180499999999995
2.7,27.0,27.0,30.645,36.45
2.71,27.1,27.1,30.77205,36.7205
2.72,27.200000000000003,27.200000000000003,30.899200000000004,36.992000000000004
2.73,27.3,27.3,31.02645,37.2645
2.74,27.400000000000002,27.400000000000002,31.153800000000004,37.538000000000004
2.75,27.5,27.5,31.28125,37.8125
2.7600000000000002,27.6,27.6,31.408800000000003,38.08800000000001
2.77,27.7,27.7,31.53645,38.3645
2.7800000000000002,27.800000000000004,27.800000000000004,31.664200000000005,38.64200000000001
2.79,27.9,27.9,31.79205,38.920500000000004
2.8000000000000003,28.000000000000004,28.000000000000004,31.920000000000005,39.20000000000001
2.81,28.1,28.1,32.04805,39.480500000000006
2.82,28.2,28.2,32.1762,39.76199999999999
2.83,28.3,28.3,32.30445,40.0445
2.84,28.4,28.4,32.4328,40.328
2.85,28.5,28.5,32.56125,40.612500000000004
2.86,28.599999999999998,28.599999999999998,32.6898,40.897999999999996
2.87,28.700000000000003,28.700000000000003,32.818450000000006,41.1845
2.88,28.799999999999997,28.799999999999997,32.947199999999995,41.471999999999994
2.89,28.900000000000002,28.900000000000002,33.07605,41.7605
2.9,29.0,29.0,33.205,42.05
2.91,29.1,29.1,33.334050000000005,42.340500000000006
2.92,29.2,29.2,33.4632,42.63199999999999
2.93,29.3,29.3,33.59245,42.92450000000001
2.94,29.4,29.4,33.7218,43.217999999999996
2.95,29.5,29.5,33.85125,43.5125
2.96,29.6,29.6,33.9808,43.808
2.97,29.700000000000003,29.700000000000003,34.11045,44.10450000000001
2.98,29.8,29.8,34.2402,44.402
2.99,29.900000000000002,29.900000000000002,34.370050000000006,44.700500000000005
3.0,30.0,30.0,34.5,45.0
3.0100000000000002,30.1,30.1,34.630050000000004,45.300500000000014
3.02,30.2,30.2,34.7602,45.602000000000004
3.0300000000000002,30.300000000000004,30.300000000000004,34.89045,45.904500000000006
3.04,30.4,30.4,35.0208,46.208
3.0500000000000003,30.500000000000004,30.500000000000004,35.151250000000005,46.51250000000001
3.06,30.6,30.6,35.281800000000004,46.818
3.0700000000000003,30.700000000000003,30.700000000000003,35.41245000000001,47.124500000000005
3.08,30.8,30.8,35.5432,47.432
3.09,30.9,30.9,35.67405,47.7405
3.1,31.0,31.0,35.805,48.050000000000004
3.11,31.099999999999998,31.099999999999998,35.936049999999994,48.360499999999995
3.12,31.200000000000003,31.200000000000003,36.0672,48.672000000000004
3.13,31.299999999999997,31.299999999999997,36.198449999999994,48.9845
3.14,31.400000000000002,31.400000000000002,36.329800000000006,49.298
3.15,31.5,31.5,36.46125,49.6125
3.16,31.6,31.6,36.592800000000004,49.92800000000001
3.17,31.7,31.7,36.72445,50.2445
3.18,31.8,31.8,36.8562,50.562000000000005
3.19,31.9,31.9,36.98805,50.8805
3.2,32.0,32.0,37.120000000000005,51.20000000000001
3.21,32.1,32.1,37.252050000000004,51.5205
3.22,32.2,32.2,37.38420000000001,51.842000000000006
3.23,32.3,32.3,37.51645,52.164500000000004
3.24,32.400000000000006,32.400000000000006,37.64880000000001,52.488000000000014
3.25,32.5,32.5,37.78125,52.8125
3.2600000000000002,32.6,32.6,37.9138,53.138000000000005
3.27,32.7,32.7,38.04645,53.4645
3.2800000000000002,32.800000000000004,32.800000000000004,38.17920000000001,53.79200000000001
3.29,32.9,32.9,38.31205,54.1205
3.3000000000000003,33.0,33.0,38.445,54.45000000000001
3.31,33.1,33.1,38.578050000000005,54.7805
3.3200000000000003,33.2,33.2,38.711200000000005,55.11200000000001
3.33,33.3,33.3,38.844449999999995,55.444500000000005
3.34,33.4,33.4,38.9778,55.778
3.35,33.5,33.5,39.11125,56.1125
3.36,33.6,33.6,39.2448,56.44799999999999
3.37,33.7,33.7,39.37845,56.78450000000001
3.38,33.8,33.8,39.51219999999999,57.12199999999999
3.39,33.9,33.9,39.64605,57.4605
3.4,34.0,34.0,39.78,57.8
3.41,34.1,34.1,39.91405,58.14050000000001
3.42,34.2,34.2,40.0482,58.48199999999999
3.43,34.300000000000004,34.300000000000004,40.18245,58.8245
3.44,34.4,34.4,40.3168,59.16799999999999
3.45,34.5,34.5,40.45125,59.51250000000001
3.46,34.6,34.6,40.5858,59.858000000000004
3.47,34.7,34.7,40.72045,60.2045
3.48,34.8,34.8,40.855199999999996,60.552
3.49,34.900000000000006,34.900000000000006,40.990050000000004,60.90050000000001
3.5,35.0,35.0,41.125,61.25
3.5100000000000002,35.1,35.1,41.26005,61.60050000000001
3.52,35.2,35.2,41.3952,61.952
3.5300000000000002,35.300000000000004,35.300000000000004,41.53045,62.30450000000001
3.54,35.4,35.4,41.6658,62.658
3.5500000000000003,35.5,35.5,41.80125,63.01250000000002
3.56,35.6,35.6,41.936800000000005,63.368
3.5700000000000003,35.7,35.7,42.07245,63.724500000000006
3.58,35.8,35.8,42.2082,64.082
3.59,35.9,35.9,42.344049999999996,64.4405
3.6,36.0,36.0,42.480000000000004,64.80000000000001
3.61,36.1,36.1,42.61605,65.1605
3.62,36.2,36.2,42.7522,65.522
3.63,36.3,36.3,42.88845,65.8845
3.64,36.4,36.4,43.0248,66.248
3.65,36.5,36.5,43.16125,66.6125
3.66,36.6,36.6,43.2978,66.97800000000001
3.67,36.7,36.7,43.434450000000005,67.3445
3.68,36.800000000000004,36.800000000000004,43.571200000000005,67.712
3.69,36.9,36.9,43.70805,68.0805
3.7,37.0,37.0,43.845,68.45
3.71,37.1,37.1,43.98205,68.8205
3.72,37.2,37.2,44.119200000000006,69.19200000000001
3.73,37.3,37.3,44.25645,69.56450000000001
3.74,37.400000000000006,37.400000000000006,44.393800000000006,69.93800000000002
3.75,37.5,37.5,44.53125,70.3125
3.7600000000000002,37.6,37.6,44.668800000000005,70.68800000000002
3.77,37.7,37.7,44.806450000000005,71.0645
3.7800000000000002,37.800000000000004,37.800000000000004,44.9442,71.44200000000001
3.79,37.9,37.9,45.082049999999995,71.82050000000001
3.8000000000000003,38.0,38.0,45.22,72.2
3.81,38.1,38.1,45.35805,72.5805
3.8200000000000003,38.2,38.2,45.4962,72.962
3.83,38.3,38.3,45.63445,73.34450000000001
3.84,38.4,38.4,45.7728,73.728
3.85,38.5,38.5,45.91125,74.11250000000001
3.86,38.6,38.6,46.049800000000005,74.49799999999999
3.87,38.7,38.7,46.18845,74.8845
3.88,38.8,38.8,46.3272,75.27199999999999
3.89,38.9,38.9,46.466049999999996,75.66050000000001
3.9,39.0,39.0,46.605,76.05
3.91,39.1,39.1,46.74405,76.44050000000001
3.92,39.2,39.2,46.8832,76.832
3.93,39.300000000000004,39.300000000000004,47.022450000000006,77.2245
3.94,39.4,39.4,47.1618,77.618
3.95,39.5,39.5,47.30125,78.0125
3.96,39.6,39.6,47.4408,78.408
3.97,39.7,39.7,47.580450000000006,78.8045
3.98,39.8,39.8,47.7202,79.202
3.99,39.900000000000006,39.900000000000006,47.86005000000001,79.60050000000001
4.0,40.0,40.0,48.0,80.0
4.01,40.099999999999994,40.099999999999994,48.140049999999995,80.4005
4.0200000000000005,40.2,40.2,48.28020000000001,80.80200000000002
4.03,40.300000000000004,40.300000000000004,48.42045,81.20450000000002
4.04,40.4,40.4,48.5608,81.608
4.05,40.5,40.5,48.70125,82.0125
4.0600000000000005,40.60000000000001,40.60000000000001,48.841800000000006,82.418
4.07,40.7,40.7,48.98245,82.8245
4.08,40.8,40.8,49.1232,83.232
4.09,40.9,40.9,49.26405,83.64049999999999
4.1,41.0,41.0,49.405,84.05
4.11,41.1,41.1,49.54605,84.46050000000001
4.12,41.2,41.2,49.687200000000004,84.872
4.13,41.3,41.3,49.82845,85.2845
4.14,41.4,41.4,49.9698,85.698
4.15,41.5,41.5,50.11125,86.11250000000001
4.16,41.6,41.6,50.2528,86.528
4.17,41.7,41.7,50.394450000000006,86.9445
4.18,41.8,41.8,50.536199999999994,87.36199999999998
4.19,41.900000000000006,41.900000000000006,50.678050000000006,87.78050000000002
4.2,42.0,42.0,50.82,88.2
4.21,42.1,42.1,50.962050000000005,88.62049999999999
4.22,42.199999999999996,42.199999999999996,51.10419999999999,89.042
4.23,42.300000000000004,42.300000000000004,51.24645000000001,89.46450000000002
4.24,42.400000000000006,42.400000000000006,51.3888,89.888
4.25,42.5,42.5,51.53125,90.3125
4.26,42.599999999999994,42.599999999999994,51.67379999999999,90.73799999999999
4.2700000000000005,42.7,42.7,51.81645,91.16450000000002
4.28,42.800000000000004,42.800000000000004,51.9592,91.592
4.29,42.9,42.9,52.10205,92.0205
4.3,43.0,43.0,52.245,92.44999999999999
4.3100000000000005,43.10000000000001,43.10000000000001,52.38805000000001,92.88050000000001
4.32,43.2,43.2,52.531200000000005,93.31200000000001
4.33,43.3,43.3,52.67444999999999,93.74449999999999
4.34,43.4,43.4,52.8178,94.178
4.3500000000000005,43.50000000000001,43.50000000000001,52.96125000000001,94.61250000000001
4.36,43.6,43.6,53.104800000000004,95.04800000000002
4.37,43.7,43.7,53.248450000000005,95.48450000000001
4.38,43.8,43.8,53.392199999999995,95.922
4.39,43.9,43.9,53.536049999999996,96.36049999999999
4.4,44.0,44.0,53.68,96.80000000000001
4.41,44.1,44.1,53.82405,97.2405
4.42,44.2,44.2,53.9682,97.682
4.43,44.3,44.3,54.112449999999995,98.12449999999998
4.44,44.400000000000006,44.400000000000006,54.256800000000005,98.56800000000001
4.45,44.5,44.5,54.401250000000005,99.01250000000002
4.46,44.6,44.6,54.5458,99.458
4.47,44.699999999999996,44.699999999999996,54.69045,99.90449999999998
4.48,44.800000000000004,44.800000000000004,54.83520000000001,100.35200000000002
4.49,44.900000000000006,44.900000000000006,54.980050000000006,100.80050000000001
4.5,45.0,45.0,55.125,101.25
4.51,45.099999999999994,45.099999999999994,55.27005,101.7005
4.5200000000000005,45.2,45.2,55.415200000000006,102.15200000000003
4.53,45.300000000000004,45.300000000000004,55.56045,102.6045
4.54,45.4,45.4,55.705799999999996,103.05799999999999
4.55,45.5,45.5,55.85125,103.51249999999999
4.5600000000000005,45.60000000000001,45.60000000000001,55.99680000000001,103.96800000000002
4.57,45.7,45.7,56.142450000000004,104.42450000000001
4.58,45.8,45.8,56.288199999999996,104.882
4.59,45.9,45.9,56.43405,105.34049999999999
4.6000000000000005,46.00000000000001,46.00000000000001,56.58000000000001,105.80000000000001
4.61,46.1,46.1,56.72605,106.26050000000001
4.62,46.2,46.2,56.87220000000001,106.72200000000001
4.63,46.3,46.3,57.018449999999994,107.18449999999999
4.64,46.4,46.4,57.1648,107.648
4.65,46.5,46.5,57.31125,108.11250000000001
4.66,46.6,46.6,57.457800000000006,108.578
4.67,46.7,46.7,57.60445,109.04449999999999
4.68,46.8,46.8,57.7512,109.51199999999999
4.69,46.900000000000006,46.900000000000006,57.898050000000005,109.9805
4.7,47.0,47.0,58.045,110.45000000000002
4.71,47.1,47.1,58.19205,110.9205
4.72,47.199999999999996,47.199999999999996,58.33919999999999,111.392
4.73,47.300000000000004,47.300000000000004,58.486450000000005,111.86450000000002
4.74,47.400000000000006,47.400000000000006,58.63380000000001,112.33800000000001
4.75,47.5,47.5,58.78125,112.8125
4.76,47.599999999999994,47.599999999999994,58.928799999999995,113.288
4.7700000000000005,47.7,47.7,59.07645000000001,113.76450000000003
4.78,47.800000000000004,47.800000000000004,59.2242,114.242
4.79,47.9,47.9,59.37205,114.72049999999999
4.8,48.0,48.0,59.519999999999996,115.19999999999999
4.8100000000000005,48.10000000000001,48.10000000000001,59.66805000000001,115.68050000000002
4.82,48.2,48.2,59.8162,116.162
4.83,48.3,48.3,59.96445,116.64450000000001
4.84,48.4,48.4,60.1128,117.128
4.8500000000000005,48.50000000000001,48.50000000000001,60.26125000000001,117.61250000000003
4.86,48.6,48.6,60.409800000000004,118.09800000000001
4.87,48.7,48.7,60.55845000000001,118.58450000000002
4.88,48.8,48.8,60.7072,119.072
4.89,48.9,48.9,60.856049999999996,119.56049999999998
4.9,49.0,49.0,61.005,120.05000000000003
4.91,49.1,49.1,61.15405,120.54050000000001
4.92,49.2,49.2,61.303200000000004,121.032
4.93,49.3,49.3,61.45245,121.52449999999999
4.94,49.400000000000006,49.400000000000006,61.60180000000001,122.01800000000003
4.95,49.5,49.5,61.75125,122.5125
4.96,49.6,49.6,61.900800000000004,123.00800000000001
4.97,49.699999999999996,49.699999999999996,62.05045,123.50449999999998
4.98,49.800000000000004,49.800000000000004,62.20020000000001,124.00200000000001
4.99,49.900000000000006,49.900000000000006,62.35005000000001,124.50050000000002
5.0,50.0,50.0,62.5,125.0
5.01,50.099999999999994,50.099999999999994,62.65004999999999,125.50049999999999
5.0200000000000005,50.2,50.2,62.800200000000004,126.00200000000002
5.03,50.300000000000004,50.300000000000004,62.950450000000004,126.50450000000001
5.04,50.4,50.4,63.1008,127.00800000000001
5.05,50.5,50.5,63.25125,127.51249999999999
5.0600000000000005,50.60000000000001,50.60000000000001,63.40180000000001,128.01800000000003
5.07,50.7,50.7,63.55245000000001,128.52450000000002
5.08,50.8,50.8,63.703199999999995,129.032
5.09,50.9,50.9,63.85405,129.54049999999998
